cod_insersao;descricao;cod_kit;cod_sku;descricao_sku;segmento;serie;volume;usuario
PG26ZA254SD00;26 CAPA LV ALUNO EF1 5O ANO 4O BI SAE;-;PG26ZA254SD00;26 CAPA LV ALUNO EF1 5O ANO 4O BI SAE                                                ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254DB00;26 CAPA LV ALUNO EF1 5O ANO 4O BI DB;-;PG26ZA254DB00;26 CAPA LV ALUNO EF1 5O ANO 4O BI DB                                                 ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254ZU00;26 CAPA LV ALUNO EF1 5O ANO 4O BI CELLULA MATER;-;PG26ZA254ZU00;26 CAPA LV ALUNO EF1 5O ANO 4O BI CELLULA MATER                                      ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254SE00;26 CAPA LV ALUNO EF1 5O ANO 4O BI SECULO;-;PG26ZA254SE00;26 CAPA LV ALUNO EF1 5O ANO 4O BI SECULO                                             ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254DL00;26 CAPA LV ALUNO EF1 5O ANO 4O BI DOM BOSCO BALSA;-;PG26ZA254DL00;26 CAPA LV ALUNO EF1 5O ANO 4O BI DOM BOSCO BALSA;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254GA00;26 CAPA LV ALUNO EF1 5O ANO 4O BI GABARITO MG;-;PG26ZA254GA00;26 CAPA LV ALUNO EF1 5O ANO 4O BI GABARITO MG                                        ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254EE00;26 CAPA LV ALUNO EF1 5O ANO 4O BI ELO;-;PG26ZA254EE00;26 CAPA LV ALUNO EF1 5O ANO 4O BI ELO                                                ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254FL00;26 CAPA LV ALUNO EF1 5O ANO 4O BI FILOMENA;-;PG26ZA254FL00;26 CAPA LV ALUNO EF1 5O ANO 4O BI FILOMENA                                           ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254ZS00;26 CAPA LV ALUNO EF1 5O ANO 4O BI FATO;-;PG26ZA254ZS00;26 CAPA LV ALUNO EF1 5O ANO 4O BI FATO                                               ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254CM00;26 CAPA LV ALUNO EF1 5O ANO 4O BI CAMILLA MOREIRA;-;PG26ZA254CM00;26 CAPA LV ALUNO EF1 5O ANO 4O BI CAMILLA MOREIRA                                         ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254GR00;26 CAPA LV ALUNO EF1 5O ANO 4O BI GABARITO RS;-;PG26ZA254GR00;26 CAPA LV ALUNO EF1 5O ANO 4O BI GABARITO RS                                        ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254SA00;26 CAPA LV ALUNO EF1 5O ANO 4O BI SANTO ANJO;-;PG26ZA254SA00;26 CAPA LV ALUNO EF1 5O ANO 4O BI SANTO ANJO                                         ;FUND AI;5O ANO;Volume 04;Aluno
PG26ZA254UP00;26 CAPA LV ALUNO EF1 5O ANO 4O BI MUNDO UP;-;PG26ZA254UP00;26 CAPA LV ALUNO EF1 5O ANO 4O BI MUNDO UP;FUND AI;5O ANO;Volume 04;Aluno
83101110104;SAE ALUNO EF2 6O ANO SAE 4O BI;83101110104;-;-;-;-;-;-
83101110104;SAE ALUNO EF2 6O ANO SAE 4O BI;83101110104;PG26LA264SD00;26 LV ALUNO EF2 6O ANO 4O BI SAE                                                ;FUND AF;6O ANO;Volume 04;Aluno
83101110104;SAE ALUNO EF2 6O ANO SAE 4O BI;83101110104;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101910104;SAE ALUNO EF2 6O ANO SAE 4O BI SEM ARTE E FILOSOFIA;83101910104;-;-;-;-;-;-
83101910104;SAE ALUNO EF2 6O ANO SAE 4O BI SEM ARTE E FILOSOFIA;83101910104;PG26LA264SD00;26 LV ALUNO EF2 6O ANO 4O BI SAE                                                ;FUND AF;6O ANO;Volume 04;Aluno
83101910104;SAE ALUNO EF2 6O ANO SAE 4O BI SEM ARTE E FILOSOFIA;83101910104;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83102000104;SAE ALUNO EF2 6O ANO SAE 4O SEM FILOSOFIA;83102000104;-;-;-;-;-;-
83102000104;SAE ALUNO EF2 6O ANO SAE 4O SEM FILOSOFIA;83102000104;PG26LA264SD00;26 LV ALUNO EF2 6O ANO 4O BI SAE                                                ;FUND AF;6O ANO;Volume 04;Aluno
83102000104;SAE ALUNO EF2 6O ANO SAE 4O SEM FILOSOFIA;83102000104;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
93101110104;DOM ALUNO EF2 6O ANO DOM BOSCO 4O BI;93101110104;-;-;-;-;-;-
93101110104;DOM ALUNO EF2 6O ANO DOM BOSCO 4O BI;93101110104;PG26LA264DB00;26 LV ALUNO EF2 6O ANO 4O BI DB                                                 ;FUND AF;6O ANO;Volume 04;Aluno
93101110104;DOM ALUNO EF2 6O ANO DOM BOSCO 4O BI;93101110104;PG26FA264DB00;26 FICHA ALUNO EF2 6O ANO 4O BI DB                                              ;FUND AF;6O ANO;Volume 04;Aluno
83101110204;CELLULA MATER ALUNO EF2 6O ANO CELLULA MATER 4O BI;83101110204;-;-;-;-;-;-
83101110204;CELLULA MATER ALUNO EF2 6O ANO CELLULA MATER 4O BI;83101110204;PG26LA264ZU00;26 LV ALUNO EF2 6O ANO 4O BI CELLULA MATER                                      ;FUND AF;6O ANO;Volume 04;Aluno
83101110204;CELLULA MATER ALUNO EF2 6O ANO CELLULA MATER 4O BI;83101110204;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101111604;SECULO ALUNO EF2 6O ANO SECULO 4O BI;83101111604;-;-;-;-;-;-
83101111604;SECULO ALUNO EF2 6O ANO SECULO 4O BI;83101111604;PG26LA264SE00;26 LV ALUNO EF2 6O ANO 4O BI SECULO                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101111604;SECULO ALUNO EF2 6O ANO SECULO 4O BI;83101111604;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101112304;DOM BOSCO BALSA ALUNO EF2 6O ANO DOM BOSCO BALSA 4O BI;83101112304;-;-;-;-;-;-
83101112304;DOM BOSCO BALSA ALUNO EF2 6O ANO DOM BOSCO BALSA 4O BI;83101112304;PG26LA264DL00;26  LV ALUNO EF2 6O ANO 4O BI DOM BOSCO BALSA         ;FUND AF;6O ANO;Volume 04;Aluno
83101112304;DOM BOSCO BALSA ALUNO EF2 6O ANO DOM BOSCO BALSA 4O BI;83101112304;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101112404;DECISAO ALUNO EF2 6O ANO DECISAO 4O BI;83101112404;-;-;-;-;-;-
83101112404;DECISAO ALUNO EF2 6O ANO DECISAO 4O BI;83101112404;PG26LA264DS00;26  LV ALUNO EF2 6O ANO 4O BI DECISAO                                           ;FUND AF;6O ANO;Volume 04;Aluno
83101112404;DECISAO ALUNO EF2 6O ANO DECISAO 4O BI;83101112404;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101110604;GABARITO MG ALUNO EF2 6O ANO GABARITO MG 4O BI;83101110604;-;-;-;-;-;-
83101110604;GABARITO MG ALUNO EF2 6O ANO GABARITO MG 4O BI;83101110604;PG26LA264GA00;26 LV ALUNO EF2 6O ANO 4O BI GABARITO MG                                        ;FUND AF;6O ANO;Volume 04;Aluno
83101110604;GABARITO MG ALUNO EF2 6O ANO GABARITO MG 4O BI;83101110604;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101112104;ELO ALUNO EF2 6O ANO ELO 4O BI;83101112104;-;-;-;-;-;-
83101112104;ELO ALUNO EF2 6O ANO ELO 4O BI;83101112104;PG26LA264EE00;26 LV ALUNO EF2 6O ANO 4O BI ELO                                                ;FUND AF;6O ANO;Volume 04;Aluno
83101112104;ELO ALUNO EF2 6O ANO ELO 4O BI;83101112104;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101110504;FILOMENA ALUNO EF2 6O ANO FILOMENA 4O BI;83101110504;-;-;-;-;-;-
83101110504;FILOMENA ALUNO EF2 6O ANO FILOMENA 4O BI;83101110504;PG26LA264FL00;26 LV ALUNO EF2 6O ANO 4O BI FILOMENA                                           ;FUND AF;6O ANO;Volume 04;Aluno
83101110504;FILOMENA ALUNO EF2 6O ANO FILOMENA 4O BI;83101110504;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101111804;TAMANDARE ALUNO EF2 6O ANO TAMANDARE 4O BI;83101111804;-;-;-;-;-;-
83101111804;TAMANDARE ALUNO EF2 6O ANO TAMANDARE 4O BI;83101111804;PG26LA264TA00;26 LV ALUNO EF2 6O ANO 4O BI TAMANDARE                                          ;FUND AF;6O ANO;Volume 04;Aluno
83101111804;TAMANDARE ALUNO EF2 6O ANO TAMANDARE 4O BI;83101111804;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101110704;GABARITO RS ALUNO EF2 6O ANO GABARITO RS 4O BI;83101110704;-;-;-;-;-;-
83101110704;GABARITO RS ALUNO EF2 6O ANO GABARITO RS 4O BI;83101110704;PG26LA264GR00;26 LV ALUNO EF2 6O ANO 4O BI GABARITO RS                                        ;FUND AF;6O ANO;Volume 04;Aluno
83101110704;GABARITO RS ALUNO EF2 6O ANO GABARITO RS 4O BI;83101110704;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101111504;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 4O BI;83101111504;-;-;-;-;-;-
83101111504;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 4O BI;83101111504;PG26LA264SA00;26 LV ALUNO EF2 6O ANO 4O BI SANTO ANJO                                         ;FUND AF;6O ANO;Volume 04;Aluno
83101111504;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 4O BI;83101111504;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101111504;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 4O BI;83101111504;PG26LA264SAMC;26 LV ALUNO EF2 6O ANO 4O BI SANTO ANJO MATEMATICA;FUND AF;6O ANO;Volume 04;Aluno
83101112504;UPLOAD ALUNO EF2 6O ANO UPLOAD 4O BI;83101112504;-;-;-;-;-;-
83101112504;UPLOAD ALUNO EF2 6O ANO UPLOAD 4O BI;83101112504;PG25LA264UD00;25 LV ALUNO EF2 6O ANO 4O BI UPLOAD;FUND AF;6O ANO;Volume 04;Aluno
83101112504;UPLOAD ALUNO EF2 6O ANO UPLOAD 4O BI;83101112504;PG25FA264SD00;25 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
83101112204;SAE ALUNO EF2 6O ANO REFERENCIAL 4O BI;83101112204;-;-;-;-;-;-
83101112204;SAE ALUNO EF2 6O ANO REFERENCIAL 4O BI;83101112204;PG26LA264CR00;26 LV ALUNO EF2 6O ANO 4O BI REFERENCIAL                                         ;FUND AF;6O ANO;Volume 04;Aluno
83101112204;SAE ALUNO EF2 6O ANO REFERENCIAL 4O BI;83101112204;PG26FA264SD00;26 FICHA ALUNO EF2 6O ANO 4O BI SAE                                             ;FUND AF;6O ANO;Volume 04;Aluno
PG26LP264SDC0;26 LV PROF EF2 6O ANO 4O BI SAE CIENCIAS;-;PG26LP264SDC0;26 LV PROF EF2 6O ANO 4O BI SAE CIENCIAS                                        ;FUND AF;6O ANO;Volume 04;Professor
PG26LP264SDG0;26 LV PROF EF2 6O ANO 4O BI SAE GEOGRAFIA;-;PG26LP264SDG0;26 LV PROF EF2 6O ANO 4O BI SAE GEOGRAFIA                                       ;FUND AF;6O ANO;Volume 04;Professor
PG26LP264SDH0;26 LV PROF EF2 6O ANO 4O BI SAE HISTORIA;-;PG26LP264SDH0;26 LV PROF EF2 6O ANO 4O BI SAE HISTORIA                                        ;FUND AF;6O ANO;Volume 04;Professor
PG26LP264SDM0;26 LV PROF EF2 6O ANO 4O BI SAE MATEMATICA;-;PG26LP264SDM0;26 LV PROF EF2 6O ANO 4O BI SAE MATEMATICA                                      ;FUND AF;6O ANO;Volume 04;Professor
PG26LP264SDP0;26 LV PROF EF2 6O ANO 4O BI SAE PORTUGUES;-;PG26LP264SDP0;26 LV PROF EF2 6O ANO 4O BI SAE PORTUGUES                                       ;FUND AF;6O ANO;Volume 04;Professor
PG26LP264SAMC;26 LV PROF EF2 6O ANO 4O BI SANTO ANJO MATEMATICA;-;PG26LP264SAMC;26 LV PROF EF2 6O ANO 4O BI SANTO ANJO MATEMATICA ;FUND AF;6O ANO;Volume 04;Professor
83101120104;SAE ALUNO EF2 7O ANO SAE 4O BI;83101120104;-;-;-;-;-;-
83101120104;SAE ALUNO EF2 7O ANO SAE 4O BI;83101120104;PG26LA274SD00;26 LV ALUNO EF2 7O ANO 4O BI SAE                                                ;FUND AF;7O ANO;Volume 04;Aluno
83101120104;SAE ALUNO EF2 7O ANO SAE 4O BI;83101120104;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101920104;SAE ALUNO EF2 7O ANO SAE 4O BI SEM ARTE E FILOSOFIA;83101920104;-;-;-;-;-;-
83101920104;SAE ALUNO EF2 7O ANO SAE 4O BI SEM ARTE E FILOSOFIA;83101920104;PG26LA274SD00;26 LV ALUNO EF2 7O ANO 4O BI SAE                                                ;FUND AF;7O ANO;Volume 04;Aluno
83101920104;SAE ALUNO EF2 7O ANO SAE 4O BI SEM ARTE E FILOSOFIA;83101920104;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83102180104;SAE ALUNO EF2 7O ANO SAE 4O SEM FILOSOFIA;83102180104;-;-;-;-;-;-
83102180104;SAE ALUNO EF2 7O ANO SAE 4O SEM FILOSOFIA;83102180104;PG26LA274SD00;26 LV ALUNO EF2 7O ANO 4O BI SAE                                                ;FUND AF;7O ANO;Volume 04;Aluno
83102180104;SAE ALUNO EF2 7O ANO SAE 4O SEM FILOSOFIA;83102180104;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
93101120104;DOM ALUNO EF2 7O ANO DOM BOSCO 4O BI;93101120104;-;-;-;-;-;-
93101120104;DOM ALUNO EF2 7O ANO DOM BOSCO 4O BI;93101120104;PG26LA274DB00;26 LV ALUNO EF2 7O ANO 4O BI DB                                                 ;FUND AF;7O ANO;Volume 04;Aluno
93101120104;DOM ALUNO EF2 7O ANO DOM BOSCO 4O BI;93101120104;PG26FA274DB00;26 FICHA ALUNO EF2 7O ANO 4O BI DB                                              ;FUND AF;7O ANO;Volume 04;Aluno
83101120204;CELLULA MATER ALUNO EF2 7O ANO CELLULA MATER 4O BI;83101120204;-;-;-;-;-;-
83101120204;CELLULA MATER ALUNO EF2 7O ANO CELLULA MATER 4O BI;83101120204;PG26LA274ZU00;26 LV ALUNO EF2 7O ANO 4O BI CELLULA MATER                                      ;FUND AF;7O ANO;Volume 04;Aluno
83101120204;CELLULA MATER ALUNO EF2 7O ANO CELLULA MATER 4O BI;83101120204;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101121604;SECULO ALUNO EF2 7O ANO SECULO 4O BI;83101121604;-;-;-;-;-;-
83101121604;SECULO ALUNO EF2 7O ANO SECULO 4O BI;83101121604;PG26LA274SE00;26 LV ALUNO EF2 7O ANO 4O BI SECULO                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101121604;SECULO ALUNO EF2 7O ANO SECULO 4O BI;83101121604;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101122304;DOM BOSCO BALSA ALUNO EF2 7O ANO DOM BOSCO BALSA 4O BI;83101122304;-;-;-;-;-;-
83101122304;DOM BOSCO BALSA ALUNO EF2 7O ANO DOM BOSCO BALSA 4O BI;83101122304;PG26LA274DL00;26  LV ALUNO EF2 7O ANO 4O BI DOM BOSCO BALSA   ;FUND AF;7O ANO;Volume 04;Aluno
83101122304;DOM BOSCO BALSA ALUNO EF2 7O ANO DOM BOSCO BALSA 4O BI;83101122304;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101122404;DECISAO ALUNO EF2 7O ANO DECISAO 4O BI;83101122404;-;-;-;-;-;-
83101122404;DECISAO ALUNO EF2 7O ANO DECISAO 4O BI;83101122404;PG26LA274DS00;26  LV ALUNO EF2 7O ANO 4O BI DECISAO                                           ;FUND AF;7O ANO;Volume 04;Aluno
83101122404;DECISAO ALUNO EF2 7O ANO DECISAO 4O BI;83101122404;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101120604;GABARITO MG ALUNO EF2 7O ANO GABARITO MG 4O BI;83101120604;-;-;-;-;-;-
83101120604;GABARITO MG ALUNO EF2 7O ANO GABARITO MG 4O BI;83101120604;PG26LA274GA00;26 LV ALUNO EF2 7O ANO 4O BI GABARITO MG                                        ;FUND AF;7O ANO;Volume 04;Aluno
83101120604;GABARITO MG ALUNO EF2 7O ANO GABARITO MG 4O BI;83101120604;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101122104;ELO ALUNO EF2 7O ANO ELO 4O BI;83101122104;-;-;-;-;-;-
83101122104;ELO ALUNO EF2 7O ANO ELO 4O BI;83101122104;PG26LA274EE00;26 LV ALUNO EF2 7O ANO 4O BI ELO                                                ;FUND AF;7O ANO;Volume 04;Aluno
83101122104;ELO ALUNO EF2 7O ANO ELO 4O BI;83101122104;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101120504;FILOMENA ALUNO EF2 7O ANO FILOMENA 4O BI;83101120504;-;-;-;-;-;-
83101120504;FILOMENA ALUNO EF2 7O ANO FILOMENA 4O BI;83101120504;PG26LA274FL00;26 LV ALUNO EF2 7O ANO 4O BI FILOMENA                                           ;FUND AF;7O ANO;Volume 04;Aluno
83101120504;FILOMENA ALUNO EF2 7O ANO FILOMENA 4O BI;83101120504;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101121804;TAMANDARE ALUNO EF2 7O ANO TAMANDARE 4O BI;83101121804;-;-;-;-;-;-
83101121804;TAMANDARE ALUNO EF2 7O ANO TAMANDARE 4O BI;83101121804;PG26LA274TA00;26 LV ALUNO EF2 7O ANO 4O BI TAMANDARE                                          ;FUND AF;7O ANO;Volume 04;Aluno
83101121804;TAMANDARE ALUNO EF2 7O ANO TAMANDARE 4O BI;83101121804;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101120704;GABARITO RS ALUNO EF2 7O ANO GABARITO RS 4O BI;83101120704;-;-;-;-;-;-
83101120704;GABARITO RS ALUNO EF2 7O ANO GABARITO RS 4O BI;83101120704;PG26LA274GR00;26 LV ALUNO EF2 7O ANO 4O BI GABARITO RS                                        ;FUND AF;7O ANO;Volume 04;Aluno
83101120704;GABARITO RS ALUNO EF2 7O ANO GABARITO RS 4O BI;83101120704;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
83101121504;SANTO ANJO ALUNO EF2 7O ANO SANTO ANJO 4O BI;83101121504;-;-;-;-;-;-
83101121504;SANTO ANJO ALUNO EF2 7O ANO SANTO ANJO 4O BI;83101121504;PG26LA274SA00;26 LV ALUNO EF2 7O ANO 4O BI SANTO ANJO                                         ;FUND AF;7O ANO;Volume 04;Aluno
83101121504;SANTO ANJO ALUNO EF2 7O ANO SANTO ANJO 4O BI;83101121504;PG26LA274SAMC;26 LV ALUNO EF2 7O ANO 4O BI SANTO ANJO MATEMATICA;FUND AF;7O ANO;Volume 04;Aluno
83101121504;SANTO ANJO ALUNO EF2 7O ANO SANTO ANJO 4O BI;83101121504;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
PG25LA274UD00;25 LV ALUNO EF2 7O ANO 4O BI UPLOAD;-;PG25LA274UD00;25 LV ALUNO EF2 7O ANO 4O BI UPLOAD;FUND AF;7O ANO;Volume 04;Aluno
83101122204;SAE ALUNO EF2 7O ANO REFERENCIAL 4O BI;83101122204;-;-;-;-;-;-
83101122204;SAE ALUNO EF2 7O ANO REFERENCIAL 4O BI;83101122204;PG26LA274CR00;26 LV ALUNO EF2 7O ANO 4O BI REFERENCIAL                                         ;FUND AF;7O ANO;Volume 04;Aluno
83101122204;SAE ALUNO EF2 7O ANO REFERENCIAL 4O BI;83101122204;PG26FA274SD00;26 FICHA ALUNO EF2 7O ANO 4O BI SAE                                             ;FUND AF;7O ANO;Volume 04;Aluno
PG26LP274SDC0;26 LV PROF EF2 7O ANO 4O BI SAE CIENCIAS;-;PG26LP274SDC0;26 LV PROF EF2 7O ANO 4O BI SAE CIENCIAS                                        ;FUND AF;7O ANO;Volume 04;Professor
PG26LP274SDG0;26 LV PROF EF2 7O ANO 4O BI SAE GEOGRAFIA;-;PG26LP274SDG0;26 LV PROF EF2 7O ANO 4O BI SAE GEOGRAFIA                                       ;FUND AF;7O ANO;Volume 04;Professor
PG26LP274SDH0;26 LV PROF EF2 7O ANO 4O BI SAE HISTORIA;-;PG26LP274SDH0;26 LV PROF EF2 7O ANO 4O BI SAE HISTORIA                                        ;FUND AF;7O ANO;Volume 04;Professor
PG26LP274SDM0;26 LV PROF EF2 7O ANO 4O BI SAE MATEMATICA;-;PG26LP274SDM0;26 LV PROF EF2 7O ANO 4O BI SAE MATEMATICA                                      ;FUND AF;7O ANO;Volume 04;Professor
PG26LP274SDP0;26 LV PROF EF2 7O ANO 4O BI SAE PORTUGUES;-;PG26LP274SDP0;26 LV PROF EF2 7O ANO 4O BI SAE PORTUGUES                                       ;FUND AF;7O ANO;Volume 04;Professor
PG26LP274SAMC;26 LV PROF EF2 7O ANO 4O BI SANTO ANJO MATEMATICA;-;PG26LP274SAMC;26 LV PROF EF2 7O ANO 4O BI SANTO ANJO MATEMATICA ;FUND AF;7O ANO;Volume 04;Professor
PG26LA284SD00;26 LV ALUNO EF2 8O ANO 4O BI SAE;-;PG26LA284SD00;26 LV ALUNO EF2 8O ANO 4O BI SAE                                                ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284DB00;26 LV ALUNO EF2 8O ANO 4O BI DB;-;PG26LA284DB00;26 LV ALUNO EF2 8O ANO 4O BI DB                                                 ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284ZU00;26 LV ALUNO EF2 8O ANO 4O BI CELLULA MATER;-;PG26LA284ZU00;26 LV ALUNO EF2 8O ANO 4O BI CELLULA MATER                                      ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284SE00;26 LV ALUNO EF2 8O ANO 4O BI SECULO;-;PG26LA284SE00;26 LV ALUNO EF2 8O ANO 4O BI SECULO                                             ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284DL00;26 LV ALUNO EF2 8O ANO 4O BI DOM BOSCO BALSA;-;PG26LA284DL00;26  LV ALUNO EF2 8O ANO 4O BI DOM BOSCO BALSA   ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284DS00;26 LV ALUNO EF2 8O ANO 4O BI DECISAO;-;PG26LA284DS00;26  LV ALUNO EF2 8O ANO 4O BI DECISAO                                           ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284GA00;26 LV ALUNO EF2 8O ANO 4O BI GABARITO MG;-;PG26LA284GA00;26 LV ALUNO EF2 8O ANO 4O BI GABARITO MG                                        ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284EE00;26 LV ALUNO EF2 8O ANO 4O BI ELO;-;PG26LA284EE00;26 LV ALUNO EF2 8O ANO 4O BI ELO                                                ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284FL00;26 LV ALUNO EF2 8O ANO 4O BI FILOMENA;-;PG26LA284FL00;26 LV ALUNO EF2 8O ANO 4O BI FILOMENA                                           ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284TA00;26 LV ALUNO EF2 8O ANO 4O BI TAMANDARE;-;PG26LA284TA00;26 LV ALUNO EF2 8O ANO 4O BI TAMANDARE                                          ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284GR00;26 LV ALUNO EF2 8O ANO 4O BI GABARITO RS;-;PG26LA284GR00;26 LV ALUNO EF2 8O ANO 4O BI GABARITO RS                                        ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284SA00;26 LV ALUNO EF2 8O ANO 4O BI SANTO ANJO;-;PG26LA284SA00;26 LV ALUNO EF2 8O ANO 4O BI SANTO ANJO                                         ;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284SAMC;26 LV ALUNO EF2 8O ANO 4O BI SANTO ANJO MATEMATICA;-;PG26LA284SAMC;26 LV ALUNO EF2 8O ANO 4O BI SANTO ANJO MATEMATICA;FUND AF;8O ANO;Volume 04;Aluno
PG25LA284UD00;26 LV ALUNO EF2 8O ANO 4O BI UPLOAD;-;PG25LA284UD00;25 LV ALUNO EF2 8O ANO 4O BI UPLOAD;FUND AF;8O ANO;Volume 04;Aluno
PG26LA284CR00;26 LV ALUNO EF2 8O ANO 4O BI REFERENCIAL;-;PG26LA284CR00;26 LV ALUNO EF2 8O ANO 4O BI REFERENCIAL                                         ;FUND AF;8O ANO;Volume 04;Aluno
PG26LP284SDC0;26 LV PROF EF2 8O ANO 4O BI SAE CIENCIAS;-;PG26LP284SDC0;26 LV PROF EF2 8O ANO 4O BI SAE CIENCIAS                                        ;FUND AF;8O ANO;Volume 04;Professor
PG26LP284SDG0;26 LV PROF EF2 8O ANO 4O BI SAE GEOGRAFIA;-;PG26LP284SDG0;26 LV PROF EF2 8O ANO 4O BI SAE GEOGRAFIA                                       ;FUND AF;8O ANO;Volume 04;Professor
PG26LP284SDH0;26 LV PROF EF2 8O ANO 4O BI SAE HISTORIA;-;PG26LP284SDH0;26 LV PROF EF2 8O ANO 4O BI SAE HISTORIA                                        ;FUND AF;8O ANO;Volume 04;Professor
PG26LP284SDM0;26 LV PROF EF2 8O ANO 4O BI SAE MATEMATICA;-;PG26LP284SDM0;26 LV PROF EF2 8O ANO 4O BI SAE MATEMATICA                                      ;FUND AF;8O ANO;Volume 04;Professor
